DATETIME,TEAM,BOAT,ANGLE_CA1_deg,ANGLE_CA2_deg,ANGLE_CA3_deg,ANGLE_CA4_deg,ANGLE_CA5_deg,ANGLE_CA6_deg,ANGLE_DB_CANT_P_deg,ANGLE_DB_CANT_S_deg,ANGLE_DB_RAKE_P_deg,ANGLE_DB_RAKE_S_deg,ANGLE_RUDDER_deg,ANGLE_RUD_RAKE_P_deg,ANGLE_RUD_RAKE_S_deg,ANGLE_WING_ROT_deg,ANGLE_WING_TWIST_deg,AWA_SGP_deg,AWS_SGP_km_h_1,BOAT_SPEED_km_h_1,BROADCAST_MODE_unk,CURRENT_DIRECTION_deg,CURRENT_MAGNITUDE_km_h_1,DISTANCE_RACE_LEG_m,DISTANCE_RACE_m,GPS_COG_deg,GPS_SOG_km_h_1,HEADING_deg,HEEL_deg,LATITUDE_GPS_unk,LEEWAY_deg,LENGTH_DB_H_P_mm,LENGTH_DB_H_S_mm,LENGTH_RH_BOW_mm,LENGTH_RH_P_mm,LENGTH_RH_S_mm,LONGITUDE_GPS_unk,PC_BEACON_NUMBER_unk,PC_DTB_m,PC_DTL_m,PC_DTO_m,PC_TTS_s,PER_JIB_LEAD_pct,PER_JIB_SHEET_pct,PITCH_deg,RATE_PITCH_deg_s_1,RATE_ROLL_deg_s_1,RATE_YAW_deg_s_1,TIME_RACE_LEG_s,TIME_RACE_s,TRK_BOAT_RACE_STATUS_unk,TRK_LEG_NUM_TOT_unk,TRK_LEG_NUM_unk,TRK_PENALTY_COUNT_unk,TRK_PENALTY_DISTANCE_m,TRK_RACE_NUM_unk,TRK_RACE_RANK_unk,TWA_SGP_deg,TWD_SGP_deg,TWS_SGP_km_h_1,VMG_km_h_1
2026-05-10 17:42:00+00:00,SWE,SWE,1.059999981116682,0.550000022419925,0.0,0.0499999996126817,-0.399999996901453,-0.8300000095787718,-1.877953041775605,-1.34630872586326,-0.9317225078076173,4.370137354336314,-1.044942823755303,5.22495580608751,5.229846050778508,-11.34630785865898,-1.910000033229208,-42.6106269107448,14.578458738327,30.45557579040526,1.0,110.999999673762,0.0,215.4765625,8334.53515625,351.903613058806,29.5172458648682,352.03099335475144,-1.0000000135979747,32.2744924,0.1199296114363985,1898.0459928512598,1882.77997970581,311.4601075649262,177.18674093484864,258.1344187259674,-64.846019,99.0,62.7204856872559,77.8530426025391,183.823699951172,-659.462036132812,80.9930741786957,77.9782712459564,-0.11779999780681741,0.967625109031184,0.251120335850276,-0.14179998187945322,0.0,622.894958496094,3.0,6.0,7.0,0.0,0.0,26051006.0,4.0,-153.220622782899,200.6578575121465,21.82800922393795,-26.44672679901122
2026-05-10 17:42:01+00:00,SWE,SWE,1.04999996518589,0.550000022419925,0.0,0.0499999996126817,-0.399999996901453,-0.7800000046300045,-1.8702097416909251,-1.3410349126895151,-1.5945876176414457,2.483740149689826,-0.5563564472575471,5.2193048490777,5.232004561310964,-10.770288636138382,-1.8300000765376,-50.06683365404045,13.578526926040649,28.18831867218018,1.0,110.999999673762,0.0,215.4765625,8334.53515625,352.533930236172,27.308868598938,351.7271920046204,-0.6537999973900248,32.2745653,-0.4308504579403708,1898.073196411134,1882.825279235838,299.4791239500046,115.03599733114245,221.9771742820738,-64.8460309,99.0,68.1911087036133,77.8530426025391,183.823699951172,-660.364990234375,81.012362241745,77.9860734939575,0.17819999829943214,-0.556536246651362,0.428331701619946,-0.0009999957233852164,0.0,622.894958496094,3.0,6.0,7.0,0.0,0.0,26051006.0,4.0,-152.17731958340642,200.61847464139248,21.718309020996102,-23.78558544158934
2026-05-10 17:42:02+00:00,SWE,SWE,1.04999996518589,0.550000022419925,0.0,0.0499999996126817,-0.399999996901453,-0.750000020870651,-1.87064794101486,-1.3382520374895601,-1.539319071571198,2.076318469236238,-0.52693748848098,4.951831909104333,4.931958876072629,-10.361352916189185,-1.8000000927782502,-56.925520080817805,12.3958602905273,26.07654075622558,1.0,110.999999673762,0.0,215.4765625,8334.53515625,353.093295408439,25.1825712203979,352.0119999647074,-0.1856000023375546,32.2746328,-0.984903203786814,1898.1185197830196,1882.780003547668,123.78385365009319,28.44040337949989,33.03016833961003,-64.8460411,99.0,72.4236373901367,77.8530426025391,183.823699951172,-661.462036132812,81.012362241745,77.9899716377258,0.018400001351570598,0.553711589903592,0.644683146263256,0.3557999991648334,0.0,622.894958496094,3.0,6.0,7.0,0.0,0.0,26051006.0,4.0,-152.4032130637882,200.586475205131,21.4352334022522,-22.441405105590796
2026-05-10 17:42:03+00:00,SWE,SWE,1.04999996518589,0.550000022419925,0.0,0.0499999996126817,-0.399999996901453,-0.750000020870651,-1.875615622975575,-1.337666028603115,-1.694358389314964,1.830423505577458,-0.5032958825664651,4.455903570168658,4.427386249723386,-9.857812929065096,-1.8000000927782502,-64.33303952816235,11.07901067733765,23.99207347869872,1.0,110.999999673762,0.0,215.4765625,8334.53515625,353.175066433182,23.2848907470703,352.347187400112,0.2315999913757524,32.2746951,-0.666974503820139,1898.0913400650018,1882.7527999877962,153.1233698129654,12.173260562121865,50.67750215530394,-64.8460499,99.0,77.056396484375,77.8530426025391,183.823699951172,-662.364990234375,81.008505821228,77.9841184616089,0.3559999823012546,-0.297513488653088,-0.383974932365575,0.44699999066768026,0.0,622.894958496094,3.0,6.0,7.0,0.0,0.0,26051006.0,4.0,-152.7213140979656,200.5576654672115,21.28405809402465,-21.126497154235842
2026-05-10 17:42:04+00:00,SWE,SWE,1.04999996518589,0.550000022419925,0.0,0.0499999996126817,-0.3899999969789168,-0.7300000103534078,-1.8763455994431202,-1.337666028603115,-1.725940543706868,1.841600341757902,-0.431320189526304,3.800675582994424,3.7765683449415,-9.646478679917905,-1.7600000290550741,-71.35363388166755,10.44008445739745,22.43209213256836,1.0,110.999999673762,0.0,215.4765625,8334.53515625,354.400484332553,21.8652374267578,352.916202263639,0.09639999994694128,32.2747528,-0.9772433387317161,1898.100399971006,1882.7980995178223,115.12535065412506,-3.6693245056085315,-10.360843548551182,-64.8460577,99.0,80.6816940307617,77.8530426025391,183.823699951172,-663.462036132812,81.008505821228,77.9880225658417,0.12240000214677418,0.262333985683129,0.318045330782837,0.5243999984991261,0.0,622.894958496094,3.0,6.0,7.0,0.0,0.0,26051006.0,4.0,-153.3403068216872,200.526185125327,21.129925918579147,-20.15446563720702
2026-05-10 17:42:05+00:00,SWE,SWE,1.04999996518589,0.550000022419925,0.0,0.0499999996126817,-0.3799999970563806,-0.7300000103534078,-1.8766379101952548,-1.33722638853614,-1.7557283433707838,1.8509749471484738,-0.2122478483136685,3.7627343090418277,3.757410774225356,-10.14658547245569,-1.7700000449858682,-78.89267715921716,9.832764959335305,20.985880393981923,1.0,110.999999673762,0.0,215.4765625,8334.53515625,354.220795715868,20.3679176330566,353.0799901999358,0.46179998607072237,32.2748071,-1.11808741029042,1898.172950744626,1882.716536521914,133.33850055933001,-8.8498167693615,-9.852523636072865,-64.8460641,99.0,84.5139694213867,77.8530426025391,183.823699951172,-664.364990234375,81.0104370117188,77.9841184616089,0.33999999203015,0.257711948647014,-0.516764695444613,0.056399993586689366,0.0,622.894958496094,3.0,6.0,7.0,0.0,0.0,26051006.0,4.0,-153.7675597429526,200.49472527401,21.017971801757803,-19.011894721984863
2026-05-10 17:42:06+00:00,SWE,SWE,1.04999996518589,0.550000022419925,0.0,0.0,-0.399999996901453,-0.750000020870651,-1.87780661959527,-1.336347588649885,-1.626169814722036,1.983657262814128,-0.1922836322565445,4.194620062243796,4.21287536497058,-11.054483415992499,-1.7700000449858682,-88.94175006994931,9.07205014228821,19.529603805541978,1.0,110.999999673762,0.0,215.4765625,8334.53515625,354.267295643738,19.0105464935303,353.3144132205536,0.22839999172070563,32.2748576,-0.8402992838447453,1898.0006933212321,1882.689332962038,126.6459092497826,-3.5795822739600816,-23.51504974067214,-64.84607,99.0,87.6170425415039,77.8530426025391,183.823699951172,-665.364990234375,80.991142988205,77.9295027256012,0.38319998870729943,-0.143897011371227,0.267548968516566,0.12799999420598823,0.0,622.894958496094,3.0,6.0,7.0,0.0,0.0,26051006.0,4.0,-155.2283705498024,200.4340800243695,21.08638315200805,-18.03559604644774
2026-05-10 17:42:07+00:00,SWE,SWE,1.04999996518589,0.550000022419925,0.0,0.0,-0.3899999969789168,-0.750000020870651,-1.8797063726798848,-1.33678674846918,-1.596382057746798,2.022596384715784,-0.1780986767119635,4.223142932217766,4.192098868666411,-9.394708686355848,-1.7600000290550741,-97.47184013568929,8.910671710968021,18.28932220458984,1.0,110.999999673762,0.0,215.4765625,8334.53515625,354.549437097972,17.7806802749634,353.3266037421842,0.341399988710932,32.2749048,-1.160895791668202,1898.046016693116,1882.716536521912,105.69417774677281,-21.14387941546739,-6.296034273691494,-64.8460754,99.0,90.9242095947266,77.8530426025391,183.823699951172,-666.364990234375,81.0065805912018,77.9607117176056,0.20400000335562027,-0.557995079008542,-0.0420900569194784,0.10279999925703462,0.0,622.894958496094,3.0,6.0,7.0,0.0,0.0,26051006.0,4.0,-156.0589106245734,200.34551979159102,21.0397101402283,-17.21647842407226
2026-05-10 17:42:08+00:00,SWE,SWE,1.04999996518589,0.550000022419925,0.0,0.0,-0.399999996901453,-0.750000020870651,-1.87839124109954,-1.33649449107789,-1.662776170890036,2.040623986011114,-0.1413230906010835,4.209419460005284,4.18103618202247,-9.833017293321202,-1.7600000290550741,-106.1024193595935,8.620997428894045,17.303095664978038,1.0,110.999999673762,0.0,215.4765625,8334.53515625,354.495014150666,16.8235771179199,353.4965934902474,0.22439999815499365,32.2749492,-0.7638643123739134,1898.1003999710078,1882.644009590152,93.59708428382882,-8.35526902228594,-29.27922364324329,-64.8460804,99.0,93.6173706054688,77.8530426025391,183.823699951172,-667.364990234375,80.9988617897034,77.9490053653717,0.308600002168489,0.165258374639589,-0.374315497414444,0.0989999973321293,0.0,622.894958496094,3.0,6.0,7.0,0.0,0.0,26051006.0,4.0,-157.59546822931878,200.21925691459398,21.13251628875735,-16.48014312744138
2026-05-10 17:42:09+00:00,SWE,SWE,1.04999996518589,0.550000022419925,0.0,0.0,-0.399999996901453,-0.7099999998361646,-1.8778066195952698,-0.213088034952753,-1.678208471055494,2.015024863888732,-0.03835105945613535,4.197041364304563,4.1740205532164945,-8.664957102789158,-1.7500000131242799,-113.0365981597195,9.107326555252069,16.1653762435913,1.0,110.999999673762,0.0,215.4765625,8334.53515625,355.404030366924,15.8131748199463,353.4471920980184,0.10880000027777303,32.274991,-1.5902596042408461,1898.2454776763902,1882.7346801757842,111.3285705447195,-25.805856101214886,-36.14930249750614,-64.8460849,99.0,96.5501327514648,77.8530426025391,183.823699951172,-668.364990234375,81.0142934322357,77.9568135738373,0.2695999969510842,-0.0646197593969361,0.0693214174956709,0.025799993717006652,0.0,622.894958496094,3.0,6.0,7.0,0.0,0.0,26051006.0,4.0,-157.95612953825201,200.0788282252585,21.1484516143799,-15.3680012512207
