DATETIME,TEAM,BOAT,ANGLE_CA1_deg,ANGLE_CA2_deg,ANGLE_CA3_deg,ANGLE_CA4_deg,ANGLE_CA5_deg,ANGLE_CA6_deg,ANGLE_DB_CANT_P_deg,ANGLE_DB_CANT_S_deg,ANGLE_DB_RAKE_P_deg,ANGLE_DB_RAKE_S_deg,ANGLE_RUDDER_deg,ANGLE_RUD_RAKE_P_deg,ANGLE_RUD_RAKE_S_deg,ANGLE_WING_ROT_deg,ANGLE_WING_TWIST_deg,AWA_SGP_deg,AWS_SGP_km_h_1,BOAT_SPEED_km_h_1,BROADCAST_MODE_unk,CURRENT_DIRECTION_deg,CURRENT_MAGNITUDE_km_h_1,DISTANCE_RACE_LEG_m,DISTANCE_RACE_m,GPS_COG_deg,GPS_SOG_km_h_1,HEADING_deg,HEEL_deg,LATITUDE_GPS_unk,LEEWAY_deg,LENGTH_DB_H_P_mm,LENGTH_DB_H_S_mm,LENGTH_RH_BOW_mm,LENGTH_RH_P_mm,LENGTH_RH_S_mm,LONGITUDE_GPS_unk,PC_BEACON_NUMBER_unk,PC_DTB_m,PC_DTL_m,PC_DTO_m,PC_TTS_s,PER_JIB_LEAD_pct,PER_JIB_SHEET_pct,PITCH_deg,RATE_PITCH_deg_s_1,RATE_ROLL_deg_s_1,RATE_YAW_deg_s_1,TIME_RACE_LEG_s,TIME_RACE_s,TRK_BOAT_RACE_STATUS_unk,TRK_LEG_NUM_TOT_unk,TRK_LEG_NUM_unk,TRK_PENALTY_COUNT_unk,TRK_PENALTY_DISTANCE_m,TRK_RACE_NUM_unk,TWA_SGP_deg,TWD_SGP_deg,TWS_SGP_km_h_1,VMG_km_h_1
2024-06-01 19:34:31+00:00,NZL,NZL,6.718792541253886,4.576054537764094,0.0,2.609308994089642,0.2955778397227328,-2.313956801405534,6.339009776229625,-10.6471276895531,2.987376399792542,0.453716393154989,1.027061415188635,2.2482554615432035,2.2430903871154757,-19.432493343446758,-9.032748958461276,-24.429050611896802,46.0292781829834,11.9601332473755,1.0,336.738407440844,0.0850328519940376,0.0,0.0,35.6392269947366,12.0829319000244,29.96399720016365,0.8531857163744438,44.6496804,-6.00770803544357,0.8249727776274085,1831.1856031417817,144.185453653336,15.4488114640117,-60.28937920928,-63.5659509,-2.0,295.795288085938,-441.6005859375,528.502807617188,149.509994506836,94.7315394878388,65.2850151062012,0.0804986585515865,-0.483991846981305,-0.127997865107958,0.4687921154240984,0.0,0.0,1.0,7.0,0.0,0.0,0.0,24060102.0,-30.64094646955898,353.762353418777,34.59140853881835,10.384732852262632
2024-06-01 19:34:32+00:00,NZL,NZL,6.714931947580266,4.57412859517288,0.0,2.6131747104051404,0.2898178878348082,-2.325474634780292,6.33886292716247,-10.6474213876874,2.988096216353696,0.4591527328144724,1.0806475042394101,2.249070260422502,2.24254661868018,-19.9554802451757,-9.040406112785048,-23.7507602348579,46.9465953826904,12.1259842300415,1.0,336.273790652743,0.0860346101224422,0.0,0.0,35.8723379360146,12.1144231796265,30.218992067542302,0.5645905444588594,44.6497049,-5.8840107482537,0.7796446094289424,1831.266927719114,100.870117545128,-52.0823933184147,14.0730682760477,-63.5659258,-2.0,298.279693603516,-440.718109130859,525.576171875,148.509994506836,94.7334766387939,65.2811408042908,0.2169963522386614,0.787986704909059,0.063998932553979,0.4399926061134732,0.0,0.0,1.0,7.0,0.0,0.0,0.0,24060102.0,-29.8607742587845,354.723169789701,35.4447561264038,10.515387075597555
2024-06-01 19:34:33+00:00,NZL,NZL,6.718791687480239,4.568349230606674,0.0,2.61704119511692,0.3032559221730086,-2.331232313495882,6.339155771523135,-10.64756823675455,2.988096216353696,0.46495154207547246,1.070141979604845,2.248527089628758,2.2428184175204637,-18.92209584639594,-9.050023531400615,-24.12294407292108,47.3532440185547,11.71279426574708,1.0,335.851602999766,0.0870510332286358,0.0,0.0,37.7352788623247,11.5953783988953,31.10547890482365,0.6385892941744531,44.649729,-6.70539563746109,0.8068414987064898,1831.2036752700783,197.853520512581,3.4265115391463,73.5232904553414,-63.5659005,-2.0,301.477294921875,-438.367614746094,522.502990722656,147.509994506836,94.7334766387939,65.283077955246,0.3519941190417245,-0.462992216934689,-0.708988096638457,1.0351826275056561,0.0,0.0,1.0,7.0,0.0,0.0,0.0,24060102.0,-29.73008883430008,355.673932122167,36.308054924011245,10.17954557418822
2024-06-01 19:34:34+00:00,NZL,NZL,6.718791687480239,4.566424141789106,0.0,2.61704119511692,0.2917376672475138,-2.354266315386784,6.33886292716247,-10.6474213876874,2.9884562953890024,0.46205223349450736,1.09851143712676,2.248798632336948,2.24254661868018,-18.747003947022684,-9.073058002867024,-24.209664594246497,47.8028045654297,11.45363313674926,1.0,335.486215199927,0.08803246691823,0.0,0.0,37.4639769183026,11.3511222839355,31.5874699866258,0.47039212392276025,44.6497519,-6.33398787964237,1.0606792522594337,1831.131386756894,118.564069271088,-8.94167181104422,28.1200148165226,-63.5658753,-2.0,303.942810058594,-437.3955078125,519.355529785156,146.509994506836,94.7315394878388,65.283077955246,0.1254978991448678,0.0689988444698399,0.603989839683672,0.04599922697851735,0.0,0.0,1.0,7.0,0.0,0.0,0.0,24060102.0,-29.700652768034082,356.58595362166,36.97682361602785,9.988538585390375
2024-06-01 19:34:35+00:00,NZL,NZL,6.716862244417077,4.568349230606674,0.0,2.6247768966161518,0.28789752145272096,-2.365782654657656,6.339740393027405,-10.6477150858217,2.9884562953890024,0.4602401843077032,1.094307669136025,2.24961308970679,2.2430902163607476,-19.2631237765601,-9.082644856386057,-23.060481509787838,47.9447101593018,11.1207619857788,1.0,335.150087930492,0.0890465095639229,0.0,0.0,37.3795865160125,11.0854042053223,31.403473228122152,0.3373943362267709,44.6497744,-6.20158380880803,1.096941786818208,1831.113314628598,204.598009586334,21.8967255204916,-37.4818257987499,-63.5658513,-2.0,306.684387207031,-435.60400390625,516.634399414062,145.509994506836,94.7237908840179,65.2869522571564,0.07849868753201718,0.471992111744092,-0.563990544356785,0.03619938761723814,0.0,0.0,1.0,7.0,0.0,0.0,0.0,24060102.0,-28.32208870860318,357.539256784497,37.4754089355469,9.77914797176014
2024-06-01 19:34:36+00:00,NZL,NZL,6.718791687480239,4.5722021403174775,0.0,2.618975120491728,0.3051756855774582,-2.3734610679452195,6.339740393027405,-10.648008783956,2.98845663689846,0.4595152237603296,1.10586600339813,2.24961308970679,2.2428184175204637,-18.03061579932184,-9.092252371227328,-23.34822098706648,48.3002346038818,10.69617233276368,1.0,334.861608060707,0.0900230951607227,0.0,0.0,37.4926261467762,10.4393763542175,31.60996862975185,0.3137947266375024,44.6497961,-6.3489809986442,1.1060074204578982,1831.1133146285981,109.712459146976,-19.5082053542137,-39.1391292214394,-63.5658276,-2.0,309.200897216797,-434.894012451172,513.984375,144.509994506836,94.7237908840179,65.2714550495148,0.437492679504012,-1.23597918609617,0.629989435007002,0.003999930866710166,0.0,0.0,1.0,7.0,0.0,0.0,0.0,24060102.0,-28.02721851383104,358.421853829046,38.2053165435791,9.479765167236328
2024-06-01 19:34:37+00:00,NZL,NZL,6.716862244417077,4.570275685462076,0.0,2.6209090458665356,0.2936574680045604,-2.38305953278584,6.33944754866674,-10.64830290897715,2.988096557863154,0.45915274348664276,1.125829899290135,2.249341675064646,2.24254661868018,-18.712291218113382,-9.099920795363229,-22.38388126305906,49.4788753509521,10.25801387786866,1.0,334.608481250067,0.0909848012030124,0.0,0.0,39.0258123701474,10.146838760376,31.63547084856535,0.9807835431724088,44.6498167,-7.46488022976796,1.269188825972378,1831.203675270078,156.728252768517,4.75845066830516,8.43051355332136,-63.5658046,-2.0,311.950103759766,-433.459991455078,511.076202392578,143.610000610352,90.5225872993469,65.2753293514252,0.3404942866171849,1.05198242759248,0.142997614195754,0.30859484092336953,0.0,0.0,1.0,7.0,0.0,0.0,0.0,24060102.0,-26.37260245531982,359.418515032734,39.43670024871825,9.200555372238158
2024-06-01 19:34:38+00:00,NZL,NZL,6.713002504517102,4.564497686933704,0.0,2.620909045866536,0.2994174625811674,-2.402254669542426,6.339301766816645,-10.64874388306545,2.9891761119501563,0.4598778107557219,1.1599765762719652,2.2482555896092498,2.2430902163607476,-19.648020645725442,-9.115256960616115,-23.524892367685297,50.3432453155518,10.030363426208512,1.0,334.389095573926,0.0919350877404213,0.0,0.0,40.4577171334109,10.1859131813049,32.3504567584296,0.4957916871275042,44.6498362,-8.51525489486284,1.359845208935438,1831.203675270078,115.074448287487,-11.3743394613266,-43.1821197271347,-63.5657816,-2.0,314.329803466797,-432.190399169922,508.838195800781,142.610000610352,90.538078546524,65.283077955246,0.11749802673927696,0.83498603700071,0.552990684781038,0.5839902066944633,0.0,0.0,1.0,7.0,0.0,0.0,0.0,24060102.0,-27.21174276278408,0.268510157559687,40.38815059661865,8.997825440493498
2024-06-01 19:34:39+00:00,NZL,NZL,6.718791687480239,4.560646143260734,0.0,2.622842971241344,0.2955772794337774,-2.429132189634026,6.3394486158838,-10.64800921084285,2.988096216353696,0.4598778107557219,1.154199356812045,2.248255546920568,2.2428184175204637,-19.85477388699628,-9.147923364850076,-24.08764770434722,50.2816806793213,10.058207931518561,1.0,334.199571484836,0.0928671553730965,0.0,0.0,41.4201454289791,10.0463438987732,32.6284522878383,0.7617872198308009,44.6498553,-9.08578145000765,1.459567225538194,1831.2127113342262,207.958817481995,-6.95165479555726,57.0578053593636,-63.565758,-2.0,317.028686523438,-431.430206298828,506.130187988281,141.610000610352,90.5400156974792,65.2850151062012,0.41599301824517054,-1.37697691556685,0.319994629419362,0.550590761745978,0.0,0.0,1.0,7.0,0.0,0.0,0.0,24060102.0,-27.8224518330803,0.941398890165628,40.73965816497805,8.915462077747693
2024-06-01 19:34:40+00:00,NZL,NZL,6.718791687480239,4.558721054443166,0.0,2.6286440643468483,0.2859788626179262,-1.9800076366085002,6.33944754866674,-10.64786193488885,2.9884562953890024,0.46313998380851434,1.165229311908825,2.249341675064646,2.2428184175204637,-20.320921661999684,-8.698799153334008,-24.25300760868156,50.6176391601562,10.288693370819079,1.0,334.027013585645,0.0938490852713585,0.0,0.0,43.7762089378912,10.4546010017395,33.38794029523975,1.1067814621903207,44.6498744,-10.5214231805209,1.5683548524975781,1831.275963783262,152.505993843079,1.6029899707064,-54.8524111509323,-63.565734,-2.0,319.882598876953,-430.877807617188,503.90380859375,140.509994506836,90.5361413955688,65.2947008609772,0.0549990777652162,-0.106998201710809,0.43099278067318,0.8085864540601977,0.0,0.0,1.0,7.0,0.0,0.0,0.0,24060102.0,-28.09330400914552,1.57461217446088,40.7437316894531,9.04105473686667
